frame,time_s,face_detected,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
260,8.67,1,0.0,0.0005,0.0025,0.296,0.4696,0.0732,0.0004,0.0,0.0,0.1259,0.1613,0.275,0.2509,0.0458,0.0897,0.0774,0.0475,0.0367,0.0309,0.3667,0.3491,0.0063,0.0031,0.0009,0.0003,0.0925,0.0007,0.0038,0.0093,0.0153,0.0014,0.0013,0.0024,0.0004,0.0306,0.0312,0.062,0.1532,0.0003,0.0005,0.0126,0.025,0.0026,0.0214,0.1935,0.3015,0.0131,0.0482,0.0806,0.1284,0.0,0.0
265,8.84,1,0.0,0.0019,0.0052,0.1781,0.3004,0.0773,0.0,0.0,0.0,0.0801,0.1685,0.2849,0.2541,0.0389,0.0897,0.0959,0.0403,0.0398,0.0215,0.4305,0.2091,0.0119,0.0021,0.0,0.0003,0.0052,0.0001,0.0024,0.0037,0.0207,0.0002,0.0002,0.0004,0.0011,0.0002,0.0001,0.0292,0.1901,0.0035,0.0015,0.0118,0.0059,0.0348,0.0091,0.0017,0.0052,0.0004,0.0046,0.0002,0.0006,0.0,0.0
270,9.01,1,0.0,0.0044,0.0082,0.2084,0.126,0.029,0.0001,0.0,0.0,0.4134,0.5421,0.3905,0.5524,0.0492,0.3238,0.1283,0.006,0.0391,0.0066,0.5106,0.4348,0.0015,0.0003,0.0004,0.0008,0.0152,0.0001,0.002,0.0034,0.0243,0.0015,0.0008,0.0071,0.0008,0.0089,0.0094,0.0191,0.0379,0.0091,0.0005,0.0077,0.0071,0.0061,0.0283,0.5448,0.6663,0.0182,0.0076,0.0293,0.1651,0.0,0.0
275,9.17,1,0.0,0.0069,0.0065,0.2461,0.1057,0.0644,0.0,0.0,0.0,0.1211,0.1219,0.3733,0.3313,0.0172,0.168,0.1685,0.0314,0.0297,0.0145,0.4587,0.1869,0.0066,0.0041,0.0,0.001,0.005,0.0,0.0017,0.0379,0.2272,0.0001,0.0001,0.0001,0.0019,0.0,0.0,0.2901,0.264,0.0009,0.0024,0.022,0.0112,0.5157,0.0539,0.0432,0.0476,0.0037,0.0005,0.0004,0.001,0.0,0.0
280,9.34,1,0.0,0.0083,0.0051,0.2453,0.1222,0.0689,0.0,0.0,0.0,0.144,0.0532,0.2942,0.2895,0.017,0.2194,0.2282,0.0176,0.0303,0.0258,0.4106,0.2001,0.0053,0.0105,0.0,0.0012,0.003,0.0001,0.0017,0.0027,0.0164,0.0,0.0,0.0026,0.0072,0.0,0.0,0.0061,0.008,0.4012,0.0025,0.0023,0.005,0.0239,0.012,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0,0.0
285,9.51,1,0.0,0.0021,0.0021,0.2349,0.2554,0.1121,0.0001,0.0,0.0,0.1121,0.0328,0.1613,0.1523,0.0231,0.206,0.2283,0.0095,0.0482,0.0522,0.349,0.2123,0.0037,0.0166,0.0004,0.0045,0.247,0.0002,0.0157,0.0081,0.0156,0.0005,0.0005,0.0081,0.0019,0.016,0.0126,0.0462,0.0882,0.0019,0.0001,0.0067,0.0076,0.0016,0.026,0.123,0.1729,0.0126,0.016,0.0101,0.0168,0.0,0.0
290,9.68,1,0.0,0.0062,0.0091,0.0778,0.235,0.0801,0.0002,0.0,0.0,0.0649,0.0849,0.1673,0.17,0.0079,0.3048,0.297,0.0118,0.0469,0.0397,0.3313,0.3507,0.0091,0.0075,0.0004,0.0014,0.1377,0.0004,0.0089,0.0106,0.0209,0.0,0.0,0.0191,0.0033,0.0129,0.0087,0.0367,0.0766,0.0067,0.0003,0.0071,0.0199,0.0012,0.0386,0.3035,0.3993,0.0033,0.0046,0.0171,0.0354,0.0,0.0
295,9.84,1,0.0,0.0137,0.0143,0.0277,0.1465,0.0909,0.0003,0.0,0.0,0.0584,0.0649,0.0707,0.0764,0.0291,0.1248,0.1227,0.0386,0.127,0.1048,0.4129,0.2658,0.0139,0.0083,0.0005,0.0002,0.034,0.0005,0.0018,0.0055,0.0046,0.0,0.0,0.0285,0.0014,0.0236,0.0305,0.0127,0.0169,0.0464,0.0007,0.0027,0.0153,0.0011,0.0151,0.6028,0.6561,0.0011,0.0036,0.1598,0.1978,0.0,0.0
300,10.01,1,0.0,0.0196,0.0178,0.0255,0.0998,0.0628,0.0003,0.0,0.0,0.0538,0.0575,0.0465,0.0453,0.0209,0.1628,0.1618,0.0226,0.174,0.1675,0.4292,0.3175,0.0103,0.0084,0.0007,0.001,0.1393,0.0004,0.0062,0.013,0.0094,0.0,0.0,0.0288,0.0005,0.0246,0.0294,0.0212,0.0203,0.0136,0.0014,0.0029,0.0264,0.0004,0.0165,0.4267,0.4906,0.0027,0.0085,0.0364,0.0613,0.0,0.0
305,10.18,1,0.0,0.0087,0.0033,0.1067,0.1442,0.1437,0.0002,0.0,0.0,0.5075,0.511,0.3953,0.5142,0.0631,0.4415,0.1268,0.0039,0.0214,0.011,0.5018,0.3935,0.0005,0.0006,0.0006,0.0108,0.2015,0.0002,0.0141,0.0293,0.0242,0.0001,0.0001,0.013,0.0006,0.0143,0.0222,0.1146,0.0587,0.0026,0.0011,0.0076,0.0512,0.0006,0.0147,0.273,0.2234,0.0065,0.0101,0.0026,0.0042,0.0,0.0
310,10.34,1,0.0,0.0159,0.0094,0.0812,0.0831,0.0943,0.0,0.0,0.0,0.1035,0.148,0.1156,0.1379,0.0041,0.4797,0.4913,0.0036,0.064,0.0549,0.416,0.3212,0.0041,0.0033,0.0001,0.0076,0.0692,0.0002,0.0072,0.0024,0.0031,0.0007,0.0008,0.005,0.0012,0.0026,0.0028,0.0209,0.0222,0.0165,0.0006,0.0399,0.0356,0.0052,0.0175,0.0001,0.0001,0.0005,0.0016,0.0001,0.0001,0.0,0.0
315,10.51,1,0.0,0.024,0.0216,0.0409,0.1017,0.074,0.0,0.0,0.0,0.063,0.1168,0.0865,0.1053,0.0041,0.3928,0.382,0.0079,0.0755,0.0686,0.396,0.2979,0.0073,0.0042,0.0,0.003,0.081,0.0004,0.0134,0.0014,0.0029,0.0001,0.0001,0.0036,0.001,0.0008,0.0009,0.0153,0.0117,0.0883,0.002,0.0697,0.0726,0.0098,0.0089,0.0,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0
320,10.68,1,0.0,0.0371,0.0413,0.0085,0.1466,0.0776,0.0,0.0,0.0,0.0754,0.1284,0.1395,0.1537,0.0037,0.4151,0.3974,0.0081,0.0466,0.0381,0.2752,0.2747,0.007,0.0036,0.0,0.003,0.0242,0.0001,0.0143,0.0011,0.0152,0.0001,0.0001,0.0007,0.0011,0.0001,0.0001,0.039,0.0418,0.0484,0.0038,0.059,0.0143,0.0541,0.0056,0.0001,0.0001,0.0007,0.0002,0.0,0.0,0.0,0.0
325,10.84,1,0.0,0.0143,0.0129,0.0493,0.1913,0.0896,0.0,0.0,0.0,0.1889,0.3551,0.4575,0.4304,0.0043,0.4954,0.5256,0.0035,0.0163,0.0102,0.3971,0.3356,0.0025,0.0009,0.0002,0.0053,0.0659,0.0001,0.0109,0.0019,0.0047,0.0004,0.0002,0.003,0.0038,0.0027,0.002,0.016,0.014,0.0064,0.0001,0.0028,0.0059,0.0003,0.0046,0.0227,0.0169,0.0328,0.0036,0.0004,0.0005,0.0,0.0
330,11.01,1,0.0,0.0178,0.0233,0.0297,0.1664,0.064,0.0001,0.0,0.0,0.1744,0.2759,0.384,0.3484,0.0028,0.4866,0.4685,0.0056,0.0184,0.012,0.3673,0.283,0.003,0.0012,0.0003,0.0011,0.0486,0.0002,0.0067,0.0159,0.0234,0.0,0.0,0.0033,0.0014,0.0036,0.004,0.167,0.1035,0.0025,0.0007,0.008,0.017,0.0011,0.0114,0.1169,0.0996,0.0056,0.0023,0.0027,0.0037,0.0,0.0
335,11.18,1,0.0,0.0071,0.0098,0.1119,0.2011,0.0906,0.0002,0.0,0.0,0.0983,0.1762,0.2431,0.2373,0.0052,0.3773,0.3719,0.0069,0.0282,0.0221,0.3496,0.286,0.0055,0.003,0.0004,0.0006,0.1374,0.0007,0.0077,0.009,0.0175,0.0,0.0,0.01,0.0013,0.0155,0.0125,0.0731,0.0788,0.0029,0.0005,0.0056,0.0235,0.0007,0.0223,0.2908,0.2918,0.012,0.0043,0.0151,0.0283,0.0,0.0
340,11.34,1,0.0,0.0006,0.0011,0.37,0.4149,0.2296,0.0002,0.0,0.0,0.5664,0.6302,0.6923,0.6277,0.0165,0.2974,0.3243,0.0062,0.0066,0.0038,0.5081,0.3151,0.0006,0.0002,0.0004,0.0011,0.11,0.0007,0.0059,0.0061,0.0258,0.0002,0.0001,0.0091,0.0008,0.0194,0.0196,0.1048,0.1244,0.0022,0.0012,0.008,0.0177,0.0018,0.0331,0.0731,0.0853,0.0092,0.0042,0.0181,0.033,0.0,0.0
345,11.51,1,0.0,0.0002,0.0003,0.5334,0.7002,0.4283,0.0002,0.0,0.0,0.1999,0.2514,0.5702,0.5003,0.0082,0.3139,0.2999,0.0105,0.0098,0.0054,0.3944,0.2608,0.0031,0.002,0.0006,0.0007,0.0579,0.0005,0.0033,0.0055,0.0152,0.0001,0.0001,0.0122,0.0011,0.0143,0.012,0.061,0.0799,0.0044,0.001,0.0044,0.0156,0.0017,0.0368,0.3429,0.383,0.0164,0.0103,0.0399,0.0664,0.0,0.0
350,11.68,1,0.0,0.0001,0.0003,0.5333,0.8313,0.4921,0.0003,0.0,0.0,0.0577,0.0706,0.3556,0.3397,0.0035,0.6125,0.6044,0.0029,0.026,0.0139,0.2972,0.1171,0.017,0.0122,0.0007,0.0003,0.1239,0.0037,0.0044,0.002,0.0048,0.0001,0.0001,0.0227,0.002,0.0341,0.0324,0.0256,0.0254,0.0155,0.0006,0.0023,0.0167,0.0006,0.0139,0.7766,0.7536,0.0332,0.0074,0.0232,0.0232,0.0,0.0
355,11.84,1,0.0,0.0001,0.0002,0.7039,0.8391,0.5967,0.0002,0.0,0.0,0.0221,0.04,0.3971,0.3742,0.0017,0.7021,0.6872,0.0026,0.0217,0.0107,0.139,0.0767,0.0374,0.019,0.001,0.0002,0.0131,0.0038,0.0005,0.0111,0.0086,0.0,0.0,0.0116,0.0028,0.0152,0.0238,0.043,0.0253,0.0228,0.0005,0.0015,0.0048,0.0004,0.0147,0.4524,0.4088,0.0101,0.0109,0.0039,0.0034,0.0,0.0
360,12.01,1,0.0,0.0,0.0,0.914,0.9157,0.838,0.0,0.0,0.0,0.0162,0.0212,0.4008,0.3829,0.0015,0.7345,0.7167,0.0022,0.023,0.011,0.0684,0.0291,0.0533,0.0388,0.0001,0.0001,0.0026,0.0006,0.0003,0.0029,0.0025,0.003,0.0031,0.0014,0.0013,0.0007,0.0008,0.0072,0.0036,0.0963,0.001,0.0088,0.001,0.0127,0.0241,0.0007,0.0009,0.0019,0.0075,0.001,0.0014,0.0,0.0
365,12.18,1,0.0,0.0,0.0,0.9514,0.9586,0.8828,0.0,0.0,0.0,0.0903,0.2132,0.723,0.7187,0.0021,0.5882,0.6043,0.0103,0.0085,0.0023,0.2024,0.0693,0.0161,0.0066,0.0,0.0002,0.0053,0.0046,0.0018,0.002,0.0026,0.0001,0.0001,0.0136,0.0004,0.0002,0.0002,0.0012,0.0017,0.9416,0.0912,0.0224,0.0045,0.0765,0.0253,0.0,0.0,0.0,0.0033,0.0005,0.0003,0.0,0.0
370,12.34,1,0.0,0.0001,0.0001,0.7807,0.8057,0.6458,0.0,0.0,0.0,0.2278,0.2527,0.6709,0.6343,0.0021,0.6562,0.6562,0.0033,0.0079,0.0033,0.2878,0.13,0.005,0.0029,0.0001,0.0025,0.0193,0.0006,0.005,0.0087,0.0051,0.0,0.0,0.0139,0.0006,0.0007,0.0012,0.0176,0.0067,0.4316,0.0156,0.0205,0.0139,0.0064,0.0071,0.0001,0.0001,0.0001,0.0009,0.0002,0.0001,0.0,0.0
375,12.51,1,0.0,0.0017,0.0041,0.165,0.5616,0.2184,0.0,0.0,0.0,0.069,0.0686,0.34,0.3161,0.0022,0.5712,0.5719,0.0041,0.0225,0.0143,0.2198,0.059,0.0141,0.0074,0.0,0.0004,0.0031,0.0003,0.0009,0.0018,0.0065,0.0,0.0,0.0026,0.0008,0.0001,0.0001,0.0165,0.0122,0.2896,0.0139,0.0052,0.0029,0.0149,0.0092,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0,0.0
380,12.68,1,0.0,0.0124,0.0189,0.0329,0.1983,0.0629,0.0003,0.0,0.0,0.0581,0.0693,0.1831,0.1909,0.0037,0.4512,0.4454,0.0045,0.0413,0.0296,0.4097,0.1709,0.0129,0.0076,0.0006,0.0006,0.3167,0.0027,0.0043,0.0093,0.0054,0.0033,0.0024,0.0056,0.0005,0.0482,0.0537,0.0944,0.0449,0.0007,0.0003,0.0053,0.009,0.0018,0.0439,0.0859,0.0795,0.0353,0.0093,0.0469,0.076,0.0,0.0
385,12.84,1,0.0,0.0173,0.0187,0.0192,0.189,0.0823,0.0,0.0,0.0,0.0716,0.1125,0.2498,0.2632,0.0032,0.433,0.4554,0.0071,0.0375,0.0213,0.4271,0.1791,0.0139,0.0038,0.0002,0.0001,0.0521,0.0014,0.0055,0.0677,0.041,0.0,0.0,0.0192,0.0006,0.0027,0.0061,0.0108,0.019,0.1873,0.0074,0.0091,0.0433,0.0007,0.0053,0.0002,0.0007,0.0,0.0039,0.0019,0.0045,0.0,0.0
390,13.01,1,0.0,0.027,0.0295,0.0214,0.1878,0.0634,0.0,0.0,0.0,0.0733,0.1301,0.1953,0.221,0.0027,0.4468,0.439,0.0096,0.0441,0.0268,0.4086,0.2354,0.0112,0.0039,0.0,0.0005,0.0322,0.0008,0.0144,0.0023,0.0131,0.0,0.0,0.004,0.0005,0.0002,0.0001,0.0076,0.0153,0.4191,0.0247,0.0407,0.0735,0.0071,0.0021,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0
395,13.18,1,0.0,0.0371,0.0436,0.0171,0.059,0.0334,0.0001,0.0,0.0,0.1408,0.226,0.1855,0.1899,0.009,0.2592,0.261,0.0133,0.0521,0.0352,0.5043,0.3122,0.0041,0.0015,0.0005,0.0002,0.0529,0.0005,0.0036,0.0221,0.036,0.0,0.0,0.0072,0.0002,0.0087,0.0096,0.0727,0.1038,0.0018,0.0042,0.004,0.015,0.0008,0.0167,0.0524,0.1041,0.0016,0.0098,0.0066,0.0147,0.0,0.0
400,13.35,1,0.0,0.047,0.0653,0.0111,0.0555,0.0234,0.0001,0.0,0.0,0.0668,0.1085,0.0534,0.0587,0.0103,0.2219,0.2219,0.022,0.1626,0.133,0.5535,0.3555,0.0087,0.0041,0.0003,0.0001,0.0092,0.0003,0.0019,0.0155,0.1453,0.0,0.0,0.0014,0.0001,0.0015,0.0009,0.0995,0.2051,0.0015,0.022,0.0042,0.0152,0.0013,0.0043,0.0504,0.1216,0.002,0.0032,0.0001,0.0004,0.0,0.0
405,13.51,1,0.0,0.0547,0.0618,0.0109,0.0506,0.0236,0.0001,0.0,0.0,0.0636,0.1214,0.0743,0.088,0.0102,0.2134,0.2165,0.0222,0.1231,0.0905,0.5353,0.3241,0.0108,0.0038,0.0004,0.0002,0.0175,0.0005,0.0014,0.0154,0.0305,0.0,0.0,0.0184,0.0003,0.0041,0.0036,0.0267,0.0254,0.0239,0.0084,0.0009,0.0134,0.0003,0.0072,0.2651,0.3385,0.0008,0.0012,0.0017,0.0037,0.0,0.0
410,13.68,1,0.0,0.0454,0.0586,0.0133,0.0536,0.0211,0.0002,0.0,0.0,0.0691,0.145,0.0583,0.0736,0.014,0.1708,0.1783,0.0258,0.1543,0.1052,0.5316,0.3294,0.0108,0.0029,0.0004,0.0004,0.0716,0.0006,0.0053,0.0149,0.0252,0.0,0.0,0.0212,0.0003,0.0083,0.007,0.0228,0.03,0.0144,0.0047,0.002,0.0274,0.0003,0.0103,0.3445,0.5039,0.001,0.0032,0.0035,0.0078,0.0,0.0
415,13.85,1,0.0,0.0205,0.0295,0.0256,0.089,0.044,0.0,0.0,0.0,0.0648,0.1115,0.0341,0.0473,0.0275,0.1002,0.1174,0.0363,0.2017,0.1645,0.541,0.2744,0.0111,0.003,0.0002,0.0007,0.0752,0.0006,0.015,0.0081,0.1052,0.0,0.0,0.0118,0.0007,0.007,0.0033,0.0151,0.1774,0.0197,0.0051,0.0092,0.0631,0.0007,0.0048,0.0005,0.0027,0.0,0.0006,0.0001,0.0004,0.0,0.0
420,14.01,1,0.0,0.0017,0.002,0.1846,0.2534,0.1047,0.0,0.0,0.0,0.2515,0.3503,0.1531,0.2586,0.0554,0.1884,0.1204,0.0102,0.0768,0.0275,0.5936,0.3195,0.0026,0.0006,0.0002,0.0024,0.1282,0.0003,0.019,0.0049,0.1161,0.0,0.0,0.0103,0.0006,0.0099,0.0051,0.0073,0.1036,0.011,0.0028,0.0071,0.0457,0.0006,0.0062,0.0009,0.0036,0.0001,0.0006,0.0005,0.0014,0.0,0.0
425,14.18,1,0.0,0.0002,0.0005,0.4384,0.6816,0.2416,0.0,0.0,0.0,0.0963,0.1082,0.1617,0.1589,0.0645,0.0686,0.0681,0.0548,0.0589,0.0496,0.376,0.2579,0.008,0.0042,0.0002,0.0016,0.0321,0.0001,0.0068,0.0178,0.1062,0.0,0.0,0.0066,0.0008,0.0028,0.0015,0.0181,0.128,0.0126,0.0068,0.0048,0.0348,0.001,0.0067,0.0013,0.0044,0.0001,0.0007,0.0003,0.0006,0.0,0.0
430,14.35,1,0.0,0.0001,0.0001,0.6274,0.7815,0.5594,0.0,0.0,0.0,0.0402,0.0306,0.2264,0.2205,0.0269,0.1673,0.1713,0.0196,0.0445,0.0339,0.2081,0.0913,0.0238,0.0203,0.0,0.0017,0.0341,0.0004,0.0101,0.0029,0.0112,0.0,0.0,0.0029,0.0014,0.0006,0.0003,0.0068,0.0298,0.2563,0.0119,0.0492,0.1175,0.0103,0.0048,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0
435,14.51,1,0.0,0.0,0.0,0.7333,0.9108,0.8625,0.0001,0.0,0.0,0.0224,0.0155,0.2205,0.2125,0.0279,0.167,0.161,0.016,0.0437,0.0339,0.1736,0.0578,0.0286,0.0372,0.0004,0.0005,0.0437,0.0004,0.0031,0.0276,0.0101,0.0,0.0,0.0197,0.0008,0.009,0.0116,0.0439,0.0285,0.0129,0.0033,0.0013,0.0055,0.0009,0.0312,0.0428,0.0464,0.0015,0.0059,0.0361,0.0307,0.0,0.0
440,14.68,1,0.0,0.0,0.0,0.8291,0.8958,0.9007,0.0,0.0,0.0,0.1812,0.1013,0.3778,0.3695,0.0281,0.1731,0.1744,0.0173,0.0232,0.0176,0.34,0.1737,0.0046,0.0073,0.0,0.002,0.0301,0.0002,0.013,0.0086,0.0071,0.0,0.0001,0.0014,0.0025,0.0004,0.0004,0.02,0.0255,0.0769,0.002,0.0465,0.056,0.0146,0.0034,0.0001,0.0001,0.0001,0.0008,0.0,0.0,0.0,0.0
445,14.85,1,0.0,0.0001,0.0,0.6674,0.8527,0.7447,0.0,0.0,0.0,0.1157,0.0687,0.2058,0.2031,0.0546,0.0837,0.0782,0.0492,0.0513,0.0429,0.3498,0.1683,0.0081,0.0088,0.0,0.0013,0.0293,0.0003,0.0111,0.0028,0.0086,0.0,0.0,0.0034,0.0017,0.0006,0.0004,0.0096,0.0302,0.1461,0.0041,0.0292,0.0381,0.0115,0.0068,0.0,0.0,0.0001,0.0003,0.0,0.0001,0.0,0.0
450,15.01,1,0.0,0.0,0.0,0.7566,0.8577,0.6959,0.0001,0.0,0.0,0.0448,0.0269,0.1796,0.1714,0.0489,0.0973,0.087,0.0316,0.0526,0.0468,0.2755,0.1192,0.0159,0.0202,0.0004,0.0015,0.2502,0.0005,0.0175,0.0127,0.0359,0.0,0.0,0.0091,0.0005,0.0158,0.0161,0.0248,0.0663,0.0037,0.0036,0.0024,0.0215,0.0007,0.0112,0.0118,0.0257,0.0006,0.003,0.0104,0.0134,0.0,0.0
455,15.18,1,0.0,0.0,0.0,0.6034,0.8367,0.6517,0.0001,0.0,0.0,0.1395,0.1259,0.2685,0.2489,0.0388,0.1155,0.1153,0.0291,0.0354,0.0303,0.271,0.2589,0.0059,0.0045,0.0004,0.0019,0.253,0.0006,0.0181,0.0142,0.0547,0.0,0.0,0.0103,0.0005,0.0176,0.0151,0.02,0.0893,0.0052,0.0047,0.0029,0.0341,0.0006,0.0081,0.0044,0.0109,0.0002,0.0018,0.0078,0.01,0.0,0.0
460,15.35,1,0.0,0.0001,0.0001,0.6885,0.6785,0.3936,0.0,0.0,0.0,0.0524,0.0484,0.2752,0.258,0.089,0.0526,0.0494,0.077,0.037,0.0273,0.2619,0.151,0.0195,0.0124,0.0001,0.0044,0.194,0.0008,0.0248,0.0039,0.016,0.0,0.0,0.0136,0.0013,0.0027,0.0021,0.0039,0.0133,0.2337,0.0071,0.0463,0.2162,0.004,0.0052,0.0,0.0,0.0,0.0001,0.0002,0.0002,0.0,0.0
465,15.51,1,0.0,0.001,0.0017,0.3217,0.4397,0.2061,0.0,0.0,0.0,0.077,0.0571,0.2784,0.2809,0.0822,0.0437,0.0615,0.1047,0.0352,0.023,0.3256,0.114,0.0158,0.0093,0.0,0.0085,0.0691,0.0003,0.0286,0.0022,0.01,0.0,0.0,0.0106,0.0104,0.0004,0.0001,0.0013,0.0099,0.8553,0.0024,0.1588,0.1633,0.0336,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
